36,18,8359,6802,10866,1
46,45,47032,6439,24492,1
48,13,740,3313,4948,1
30,20,86,7261,10401,1
19,20,9972,11739,3418,0
31,22,2434,10705,16787,1
36,18,3562,5476,6883,0
45,26,0,1509,1693,0
26,29,4879,6230,8971,1
46,22,0,1374,620,1
22,25,870,0,856,1
29,23,4000,11398,25182,1
57,24,0,2521,658,1
30,34,8253,7296,12318,1
29,35,3936,6784,12415,1
48,18,0,0,1098,0
50,31,6072,7051,6197,0
54,26,3050,6045,13132,1
58,29,6479,7561,9086,0
53,33,54605,8484,25118,1
47,29,4700,10750,15487,0
32,19,816,7707,6210,0
49,18,1209,4912,3643,1
26,39,35396,9541,21916,0
43,23,5974,11612,17397,0
56,20,4153,8278,17677,1
57,32,9503,5479,9319,1
20,16,6812,2727,4765,0
32,23,54618,11548,26713,0
39,28,5754,8378,15216,1
20,15,4556,0,1760,1
23,18,1837,3115,1712,1
19,15,9013,11048,4827,1
29,23,14736,8485,18848,1
30,19,9392,2388,9569,0
47,27,40493,11288,28677,1
27,26,1546,5294,6146,0
28,12,747,2717,2969,1
24,22,932,6122,4456,0
49,11,0,3905,700,0
47,19,10,4594,3184,1
23,28,7844,3752,3743,1
43,27,9169,7789,14720,1
44,21,9618,10479,18128,1
59,43,38439,1343,18192,0
49,29,1413,2875,3266,1
55,28,52687,11754,25157,0
56,14,855,4686,4101,1
59,44,31095,10744,20750,0
46,33,2246,1006,12617,1
19,16,1592,2962,2993,0
57,17,9486,8421,15895,1
36,42,47886,6604,28134,1
49,19,9055,3599,5837,1
33,22,9251,10055,15559,0
50,25,628,7986,4627,1
41,20,59473,11414,24119,0
24,12,9043,3023,782,1
29,27,0,5579,1400,1
60,25,2834,11354,15997,1
20,19,6279,0,2056,1
52,29,38659,9753,18189,1
35,32,47815,7212,28964,1
28,29,4100,5881,9508,1
57,20,3112,6219,11537,0
25,25,8776,8206,8240,0
36,37,6000,8360,25973,1
22,26,7100,5443,1285,0
47,30,6809,8573,17930,0
49,24,192,4659,5256,1
59,29,9726,2245,5772,0
20,17,9143,1342,3012,1
21,26,8797,4525,3982,0
51,26,1123,2854,3485,0
23,26,3273,3739,4487,0
26,36,4471,8513,16678,1
29,27,6013,5902,6014,0
45,17,6859,6043,8024,1
33,28,29303,6158,21984,1
40,24,0,9746,23903,0
56,33,26355,9005,18474,0
23,25,3595,10330,4854,1
37,26,685,11334,15145,1
35,14,0,3451,650,0
20,26,53,1226,1767,0
28,25,59327,6188,25125,1
32,47,59719,11622,25652,1
52,27,53331,11305,23927,0
45,25,205,2235,3640,1
57,40,25359,6408,20318,1
48,26,23932,11522,21573,0
42,34,45766,7186,25715,1
22,23,9548,1152,2692,1
24,24,8159,2033,4565,1
40,23,7993,4048,9143,1
43,17,2940,2651,10747,0
23,12,1435,4675,3906,1
43,30,28495,3859,18765,1
35,23,688,4298,5277,0
33,13,0,0,1393,0
20,21,3032,1514,2548,0
40,28,7011,10703,16105,0
38,18,2985,7424,10379,0
39,42,26745,8655,18640,1
60,42,57553,6818,24932,0
48,13,0,162,982,1
58,17,1390,3829,3925,1
39,32,51889,8679,26200,0
37,20,565,9226,6041,0
58,35,57014,11064,26599,1
28,29,386,1076,2869,0
51,33,41523,6538,27774,1
23,26,5941,1511,2900,1
27,31,6228,7637,6240,0
38,17,8095,1723,12886,1
60,27,5238,6064,11708,1
26,42,58194,7865,23849,1
59,30,9714,6692,12256,0
23,18,1841,4981,3268,1
22,30,1283,2908,3724,0
37,30,9183,9669,15687,1
36,25,6859,7430,12151,0
51,39,19251,7608,20011,0
26,37,48818,9572,24984,0
46,36,26031,7637,21831,0
43,24,387,6903,6433,0
22,11,1586,3379,2734,0
23,17,778,1853,1955,0
23,11,6550,1296,1846,1
25,25,8869,7037,7596,1
60,95,49927,10718,27591,0
37,33,3590,7162,10010,1
25,24,1175,2319,5824,0
24,24,1378,3852,4455,1
21,20,6801,1358,1999,0
39,28,120,4109,3465,1
40,33,8036,5152,7810,1
36,31,990,5561,6655,1
37,41,28617,10538,21881,1
20,19,4198,3753,4936,1
23,28,2221,0,1136,1
40,48,47609,7802,24154,0
24,14,9343,8197,2184,1
47,19,2937,5401,9689,0
28,38,56551,10986,24055,0
32,21,41945,7410,25338,1
57,70,47503,9879,29494,1
21,16,1016,0,604,0
38,27,821,11904,15542,1
43,36,7044,9415,17573,0
20,14,450,1564,1733,0
21,14,4552,3152,4731,0
36,21,6914,5490,6776,1
31,34,3325,2567,16021,1
22,17,1320,5065,2010,1
21,10,7513,3275,3487,1
27,28,1289,5315,8402,1
60,26,3850,10367,15056,1
50,24,4987,7388,11401,0
37,24,1174,4360,2993,1
39,35,5887,5031,10251,0
27,22,0,6766,1937,1
30,25,730,1784,2394,1
51,33,4160,2399,12021,0
23,15,3010,1496,2429,1
38,43,54655,9613,26611,1
26,11,6742,3514,5669,0
45,34,42989,7275,22655,0
30,27,9766,5787,9196,0
25,12,1411,8381,3779,1
33,25,9569,6598,8396,1
48,72,55789,10257,29138,0
30,29,1427,2214,3310,1
30,23,773,4557,3267,1
37,38,41500,11123,22391,1
20,13,9933,2538,4927,1
33,23,56544,7079,22752,0
43,35,7017,5538,12969,0
37,20,15795,6662,21080,0
48,28,2727,5962,12753,0
41,20,514,7553,11340,1
36,29,0,2818,1181,1
46,47,52311,6295,23970,0
29,22,0,4014,1358,0
45,26,1494,6561,9354,0
25,47,54010,10605,26873,0
55,27,0,0,1089,0
52,19,360,1378,2540,0
58,16,1782,3500,4583,0
54,24,2570,5032,7402,0
55,34,7446,6704,6002,0
27,26,498,1663,6536,0
47,21,49843,10631,23932,1
24,30,4054,3912,1836,0
45,25,7523,7699,12210,1
32,17,774,7543,11823,0
37,29,28426,9582,19887,1
51,42,5386,9048,17176,0
46,40,34537,8203,19369,0
20,27,5147,11844,673,1
23,11,5098,4222,3920,1
31,22,56021,7324,25258,1
38,22,7996,7509,6505,1
22,11,7323,4726,4137,1
26,26,361,3405,5304,1
42,40,15245,8527,29626,1
56,29,0,1932,2058,0
59,34,58408,10366,22642,1
60,26,3181,5057,6205,1
37,30,55685,7004,27726,0
19,16,2584,0,3412,1
36,78,54988,10894,29926,0
43,20,2352,7075,13996,0
51,18,988,4475,5026,1
35,47,8895,10614,17038,0
53,14,0,4134,712,0
37,42,37524,9534,19799,0
42,47,16771,9160,21617,0
42,17,9885,1273,13163,1
21,10,6796,4264,4554,0
47,20,52876,10195,23901,0
55,30,5957,4109,8591,1
27,23,1897,1878,2581,0
37,20,1774,2818,3415,0
40,26,22675,8270,21211,1
32,32,6399,11208,17441,0
28,19,1493,1326,9605,0
58,12,0,3413,1200,1
36,13,0,0,1173,0
57,31,56214,8026,22856,0
22,28,325,4951,1176,0
25,32,1291,7666,8004,1
28,29,0,4668,740,0
58,78,58360,8286,28842,1
36,30,42313,11107,25249,0
27,34,6393,4750,6892,1
25,47,30734,10995,21282,1
36,18,0,4128,724,1
28,18,0,1816,2223,0
30,22,1875,5306,3094,0
20,22,4630,6042,3692,1
52,31,53968,6363,24273,0
36,22,47614,11390,23197,0
42,43,5802,11411,17277,1
25,45,42743,9278,28323,1
50,20,6671,7388,6011,1
27,43,55599,9110,25842,1
45,67,49446,11755,28442,0
60,24,5256,6425,13401,0
46,20,53886,9787,25846,1
51,22,6309,5949,13974,0
58,40,8374,5511,17702,1
48,21,709,1420,4894,0
38,18,5431,6152,14742,0
35,26,1251,3291,4072,1
60,30,0,1843,1789,1
46,29,8725,5797,6042,1
60,27,3124,10991,8843,1
38,20,0,1821,1577,1
49,23,944,3407,4898,0
41,39,43715,6423,23032,1
37,33,6796,6646,6842,0
45,21,2273,5203,11347,0
57,29,24388,9989,18892,0
30,27,4378,4721,7163,1
43,23,52587,10303,28867,1
21,23,6509,2541,4448,1
52,50,17501,8574,21540,0
40,23,0,2544,1213,0
37,22,8096,5276,17954,0
31,21,45358,7340,25316,0
59,26,8464,7632,10481,1
55,47,2303,8605,17067,0
25,30,1982,6355,6626,1
50,13,0,4782,1058,1
22,24,9925,1278,2316,0
22,18,5078,0,1349,0
22,23,863,2695,4564,0
22,18,1821,6498,4182,0
30,33,328,5877,9618,0
28,25,282,9891,15823,0
31,22,211,4215,4257,1
21,13,8717,2220,3758,0
20,19,6454,9566,4793,1
25,30,8017,10155,6750,1
39,27,4295,6297,14363,1
37,23,7298,5521,13410,1
42,25,6413,7458,15109,0
59,24,876,4440,5036,0
43,30,961,6544,7239,0
43,20,5361,7904,5491,0
22,28,5603,11276,4762,1
20,23,5286,6330,2802,0
34,22,7719,5748,11428,1
39,37,31049,6143,20153,1
27,43,46075,8210,24187,0
26,21,4214,10232,9344,1
42,41,837,8509,16793,1
34,48,7258,1774,17364,1
55,18,9546,7781,12455,0
26,12,0,5005,1803,1
57,35,1417,3695,6784,1
55,28,6564,10795,15769,0
56,11,1335,3447,4649,1
30,32,4603,5596,14434,1
48,77,47931,6082,27515,1
52,48,42204,9951,25575,1
28,27,0,2664,948,1
35,20,6642,5157,14164,0
54,27,261,4983,5909,1
40,16,86,1066,2296,1
42,29,989,1532,2918,1
29,10,95,2688,5055,1
48,25,55112,7806,22545,1
34,19,8804,1340,11685,1
54,27,497,8448,4965,1
40,62,42341,7395,29828,0
49,20,4957,7422,14078,0
52,18,9865,5563,7596,1
48,22,42597,10310,23476,1
30,41,20338,9541,18254,1
19,15,5079,0,4491,0
49,67,42738,8310,29581,1
47,34,37598,7658,22188,1
27,34,5543,9306,15104,0
19,19,9106,6238,3351,1
52,11,0,1782,1569,1
46,24,819,10531,2503,0
57,48,7794,9535,17253,0
50,13,0,1844,2172,0
28,33,9105,5327,9533,1
50,37,53891,9330,23489,0
42,16,8525,5854,9599,1
45,45,26994,9160,19672,1
35,28,8286,2838,5610,0
24,27,9746,3727,4866,1
31,77,42576,8811,28176,0
23,10,5330,3593,4756,0
50,21,56163,7077,28942,1
45,15,5107,7028,6884,0
25,25,5214,6171,8188,0
43,14,7997,3977,5681,0
60,23,57387,10257,27357,0
55,87,43893,6272,27906,1
52,46,7952,8553,17343,1
45,47,31111,11012,19220,0
56,42,37581,6415,20428,0
47,33,27182,10107,19951,1
21,20,8053,1543,2140,0
40,15,0,1478,2083,1
34,28,6934,4757,5762,0
25,26,50381,9260,26689,0
51,15,896,4411,2606,0
53,32,51908,7169,23894,0
53,30,45904,11507,24449,0
24,11,9533,3872,4093,1
39,14,666,1262,2340,1
59,28,1309,5704,5017,1
24,22,2418,1444,2071,1
55,34,42643,8390,22818,0
60,35,49641,11206,27854,1
53,16,9944,5376,12033,0
21,11,1929,3053,4635,1
27,38,26575,6638,21110,0
35,22,12105,10490,18772,1
27,27,0,4963,1217,1
29,27,3619,2319,8334,0
19,18,1397,1761,4746,1
53,23,52381,7355,26912,0
21,22,788,7293,1394,0
43,24,467,4981,4241,0
24,19,3340,1388,2056,1
41,31,7554,6170,9928,0
53,27,49721,9359,24791,1
43,25,34611,7243,21758,0
20,28,4509,7125,4771,0
42,30,0,1673,2182,0
32,21,41751,10401,22527,0
28,21,46971,7912,24791,0
49,36,41147,6561,27058,0
23,28,331,2768,4609,0
38,23,1161,5184,2917,1
23,27,1147,11548,4748,1
26,28,6991,5797,7922,1
45,30,3956,6991,6729,1
26,23,898,2769,3286,1
41,13,1626,10614,2856,0
24,27,8910,0,731,0
19,18,5425,0,2488,0
36,32,48726,9619,22441,0
41,24,994,6912,4785,1
26,34,7007,2342,8958,0
32,28,0,1940,2248,0
50,12,0,1694,1823,0
40,25,4553,10386,17121,0
37,42,36690,9843,21631,1
21,17,9282,1102,4767,1
44,34,8508,9686,15689,1
57,18,8649,5970,14257,0
28,21,45639,9460,26974,1
58,20,7945,11817,15133,0
49,16,6925,10071,15849,1
53,26,2839,7679,9386,1
28,22,2109,6417,14063,1
49,33,6868,6909,11694,1
33,23,5809,5548,13722,1
27,30,2359,9308,8113,1
27,14,829,3703,4272,0
30,22,9058,7245,9869,1
48,22,29299,11844,18192,0
32,33,4738,5555,8479,1
24,14,4311,1164,4523,1
55,45,28687,9148,18997,1
30,42,0,9455,22821,0
34,28,1993,4597,3969,1
42,24,4947,6133,11060,1
54,24,56185,9625,28181,1
41,31,2847,4411,17561,0
45,28,1322,4880,3371,1
23,10,1002,0,642,0
27,30,4459,5834,7809,1
37,77,56206,8325,29560,0
56,24,0,151,652,0
44,40,58029,8835,23068,1
29,31,56986,10031,29886,0
26,14,471,7569,4842,0
30,26,9078,10185,17821,0
32,21,30454,2519,18370,0
35,34,5721,6398,11187,1
59,26,7207,4178,9378,1
37,50,26581,8972,21249,1
50,28,563,10103,17884,0
32,95,12500,8644,28406,0
43,72,40353,9082,29209,0
24,21,2475,6024,3702,0
38,25,7044,5802,9300,1
27,30,0,1393,2204,1
52,18,6456,1526,6264,1
34,25,6978,8874,15843,1
40,34,31178,8114,19181,1
22,19,5536,0,1068,1
39,30,5051,7027,12527,0
28,25,47406,10518,28119,0
28,30,363,11811,2977,1
40,30,1771,4600,3166,1
25,10,3205,6823,5332,1
53,27,0,1895,2232,0
38,48,25611,11694,21989,0
38,24,699,4057,5360,0
60,21,9902,3219,13119,0
24,26,946,1059,2509,1
